id,length,comment,annotator_1,annotator_2,change
5869,10,මැරිලා නෑ.,positive,positive,1
5873,42,ඔය ලිවින් ටුගෙදර්ජරාවට නම් යන්න එපා ළමයිනේ,negative,negative,1
5875,13,අංගොඩයා කාරයා,negative,negative,1
5893,4,ටෙනී,neutral,neutral,1
5912,39,සිවුර නැත්නම් අද නොම්මර එකේ කවට නළුවෙක්,negative,negative,1
5918,39,ටෙනිසන් කුරේගෙ නම් නම ඇහුණත් හිනා යනවා.,positive,positive,1
5927,36,මොන කරුම අවුරුද්දක්ද බං මේ 2020 ශික්,negative,negative,1
5929,13,ඔබට නිවන් සුව,positive,positive,1
5942,34,එහෙනම් කුරේලගේ වැඩත් අදින් ඉවර යි.,negative,neutral,0
5949,15,ගංජා ගහලද ඉන්නෙ,negative,negative,1
5953,36,මුගේ නමින්ම තේරෙනවා මූ අවජාතකයෙක් බව,negative,negative,1
5966,6,දෙකකට.,neutral,neutral,1
5977,30,සිංහල ලේ කකියන උන් දැන් මැරිලද,negative,negative,1
5980,33,බොම්බ ගහන්න විතරයි දන්නේ කාලකන්නි,negative,negative,1
6008,32,මෙහෙ තමා අපාය. වෙනත් අපාය ක් නෑ.,negative,negative,1
6020,42,දැන් එතකොට ළමයට මුකුත් හානියක් වෙලාද මෙතන,negative,negative,1
6022,37,ඇයි නැත්තේ මේ හැමදේම හරි විදියට වෙලා.,positive,positive,1
6029,31,අබරං අතේ උඹත් දොස්තර කෙනෙක් නේද,negative,neutral,0
6049,22,ඕගොල්ලෝ පාස්නේ. ඕනේ ණෑ,conflict,conflict,1
6054,25,හොඳටම දිරල තිබිල තියෙන්නෙ,negative,negative,1
6069,36,මෙයා තමයි රාජපක්ෂ පවුල කරලියට ගෙනාවෙ,neutral,neutral,1
6086,36,පිස්සුද යකෝ මේ මැරිලා ඉන්නේ ගෑනියෙක්,negative,negative,1
6088,19,අනියම් මිනීමැරුමක්.,negative,negative,1
6090,35,පොටෝ එකේ ඉන්න කෑල්ලද ඒකනම් බඩුම තමා,negative,negative,1
6092,36,හොර වැඩ කරනවාට හොද පාඩම් නාකි විසේට.,negative,negative,1
6096,25,අලුත්ම එක.පොල් මනින බයියෝ,negative,neutral,0
6097,42,අවන්ත බලාගෙන වයිට් වෑන්ස් එකක යන්න ආසයි ද.,neutral,neutral,1
6100,10,සහතික ඇත්ත,positive,positive,1
6109,19,යකෝ ඇමරිකාවේ කොරෝනා,negative,negative,1
6118,18,තණමල්විල මල් වවමුද,neutral,neutral,1
6120,14,නම වෙනස් කරන්න,neutral,neutral,1
6124,20,3 ජෙප්පෙක් කතා කරයි.,negative,neutral,0
6131,10,අදාළ දේවල්,neutral,neutral,1
6138,21,අයියෝ යකෝ මුන් චන්ඩිද,negative,negative,1
6139,32,මැරයෙක් හොයා ගන්න නැද්ද මේ බේතකට,negative,negative,1
6148,22,වීරයා හැන්ගිලා අනේ පවු,negative,negative,1
6149,27,අහ් අහ් අහ් අහ්. බොරු චන්ඩි,negative,negative,1
6189,38,ඒක පිහිටුවන්නේ අර ක්ලවුඩ් එකේ වෙන්න ඕන,neutral,neutral,1
6190,30,මොන ඇමතිගෙ මල්ලිට ද දාල දෙන්නෙ,neutral,neutral,1
6192,28,ආපහු එකකට වැඩක් දෙන්න වගෙයි.,negative,neutral,0
6193,31,අපිට විශාල ගෑස් නිධියක් තියෙනවා,neutral,neutral,1
6194,31,දෙසීයා මේකෙන්ම ගොඩ යයිද දන්නෙනෑ,positive,neutral,0
6196,4,කීයද,neutral,neutral,1
6202,42,මූ ඒකෙනුත් ගසාකන්න ක්රමයක් හොයාගන්න යන්නෙ.,negative,negative,1
6210,37,මු මෙ දෙන්න හදන්නේ ඔසී ගෙම් දෙකද තුනද,negative,negative,1
6214,8,චී චී චී,negative,negative,1
6216,42,අනු සහ. බාලාජි මොනවා කරනවා ඇත්ද දැන් අප්පා,negative,neutral,0
6219,27,ප්රවීණා නෙවෙයි නම ප්රිර්ණා.,neutral,neutral,1
6220,23,මහාරාජා බෝධි පුජා තියයි,positive,positive,1
6221,37,අපිට කරන දේවල් වලට රිටන් එක වෙන්ඩ ඇති,neutral,negative,0
6251,39,නඩුත් හාමුදුරුවන්ගෙ බඩුත් හාමුදුරුවන්ගෙ,negative,negative,1
6255,39,රජයේ බෙහෙත් දෙන්නෙ නිකම්ම කවරෙකට දාලා.,neutral,neutral,1
6256,29,අබරං ආතෙ උඹ දොස්තර කෙනෙක් නේද,neutral,neutral,1
6261,11,මදැයි කොළා.,negative,negative,1
6265,9,ලෙවකෑ නේ.,neutral,neutral,1
6289,17,හචිකෝව මතක් වුණා.,neutral,neutral,1
6319,28,ලංකාවේ පොලිසිය නම් එහෙම තමයි,neutral,neutral,1
6324,19,බිරිඳ හෙලුවෙන් ඉඳලද,neutral,neutral,1
6326,14,මොකද ඉතින් උනේ,neutral,neutral,1
6331,20,එතකොට ඕක බාර ඇමතියා.,neutral,neutral,1
6341,3,නම්,neutral,neutral,1
6345,35,කුලියාපිටියෙ සෙන්ට්රල් එකටත් එන්නකෝ,neutral,neutral,1
6350,19,ළමඊ වැලලෙන්න ගනියව්,negative,neutral,0
6352,19,දන්න සිංහලෙන් කොටපං,conflict,neutral,0
6362,25,උදානිව දාලා උදානිට දානවා.,neutral,neutral,1
6368,12,රෙස්පෙක්ට් ස,positive,positive,1
6371,27,ශ්රී ලංකා ලංකා පවුල් පාලනය.,neutral,negative,0
6381,40,අනේද කියන්නෙ. වැටත් නියරත් ගොයම් කා නම්.,negative,negative,1
6384,16,ඒකත් තක දොං තෙයි,neutral,neutral,1
6393,17,විහිළු පටන් අරගෙන,negative,negative,1
6395,23,ආයෙත් විහිළු පටන් අරගෙන,negative,neutral,0
6407,17,මොනා උනත් දක්ශයි.,positive,positive,1
6409,28,පැවිදි වෙලත් මිනිස්සු රවටනවා,negative,negative,1
6428,21,මේ ගොල්ල මොකද කරන්නේ.,neutral,neutral,1
6448,42,ආ හරි ඉස්කෝල තියෙන්නෙ ෆ්රීශූට් කරන්න තමයි.,neutral,neutral,1
6453,23,මුන් තාම ඉන්නේ ගල් යුගේ,negative,negative,1
6454,37,ඕකට කියන්න ඉරිසියාව බලන් ඉන්න බැරි කම,negative,negative,1
6455,33,මේ දෙන්න කරපු වැඩේ වැරද්ද මොකක් ද,negative,neutral,0
6474,14,ක්රිෂාන් ජීවක.,neutral,neutral,1
6491,14,පාසල පූජනීයයි.,positive,positive,1
6504,30,තවත් පහන් කන්දක් නිවීගිය වගයි.,negative,negative,1
6524,12,සේව් ද පර්ල්,positive,positive,1
6530,40,මෙයා දේශප්රේමීද රජපක්ෂ කඳවුරද දේශද්රෝහීද,conflict,conflict,1
6532,42,හරීන්ගේ තාත්තත් කිව්වා ඌට ජල භීතිකාව කියලා,negative,negative,1
6535,11,නරි භීතිකාව,negative,negative,1
6549,9,වැඩිහිටි.,neutral,neutral,1
6558,17,මෙව්වනේ යකූ ජොබ්.,positive,positive,1
6561,29,ඇයි මචං එන්නත එච්චරටම ශුවර් ද,positive,positive,1
6576,14,කැතකොට පොලීසිය,negative,negative,1
6577,17,නෑ කනකොකා පොලීසිය,positive,negative,0
6598,32,ඩොලර් එක නහුතෙට නගී හාන්දුරුවනේ.,negative,negative,1
6604,40,අපිටත් අලුත් නෝට්ටු කීපයක් පිලිගන්නන්නකෝ,positive,positive,1
6612,33,හරි එක ඔබන්න නොදන්න උන් වෙන්න ඇති,negative,negative,1
6625,11,බෲනෝ බේරුණා,neutral,positive,0
6626,8,ස්තුතියි,positive,positive,1
6642,12,තු.හ් නෙදකිං,negative,negative,1
6644,15,මරු කියෝනවා වගේ,negative,negative,1
6656,40,මේවා කරන්නේ ඉන්ජිනේරුවොම තමයි කරන්න ඕනා.,neutral,neutral,1
6665,18,එක රටක් නීති දෙකක්,neutral,negative,0
6679,39,මෙම විදේශිකයින් සත්ය කරුණු සැඟවීම නිසා.,negative,negative,1
6685,39,එතකොට මාසෙකට වැඩිපුර. කට්ටියට පහළ වෙයිද,neutral,neutral,1
6690,20,සුපිරි වෙළද සංකීර්ණ.,positive,neutral,0
6691,35,බොරු තමා ඒක නම්. බූරුවො ඉන්නව මාතර.,negative,negative,1
6692,40,පුත්තලම මාතර දිස්තික්කයට අයත් වෙන්නෙ නැ.,neutral,neutral,1
6696,33,මුරුක්කන් කියන්නේ බයිට් එකක් නේද.,neutral,neutral,1
6700,36,ඔව් ඔව් කාසි වල රාජ යෝග එහෙම තියෙනවා,positive,positive,1
6704,35,ජවිපාවන්ට බනින්න එපා හොඳේ. තරහ යනව.,negative,negative,1
6714,37,අපෙන් කොප්පේ ගහනවා නේ එංගලන්තේ සර්ලා.,negative,negative,1
6721,26,ඔබට නිවන් සුව ලැබේවා අම්මේ,positive,positive,1
6733,39,හිස ගෙනියන්න තමයි අනේ මෙයා කපල තියෙන්න.,negative,negative,1
6744,9,සත්තු.නේ.,neutral,neutral,1
6764,12,කවුද හිටම ද.,neutral,neutral,1
6766,20,පාර්ලිමේන්තු පරිමාණ.,neutral,neutral,1
6771,16,කොරයි මේන් කියල.,negative,negative,1
6777,27,ඇයි දැන් 10ට නිදාගන්න බැරිද,neutral,neutral,1
6789,27,මාත් කැමති නෑ ඔයා කලවැද්දාට,negative,negative,1
6793,14,දවසේ කොමෙන්ටුව,positive,positive,1
6796,33,හොද වැඩේ. වඩේ කාරයා චාමරයගෙ අම්මා,negative,positive,0
6797,17,ෆොන්සේකා ෆොන්සේකා,neutral,neutral,1
6811,38,වඩේකාරයට ඒක නොකියා වෙන මොනා කියන්නද බං,negative,neutral,0
6813,30,ෆොන්සේකා එකට සුදුසු එකෙක් නෙමේ,negative,negative,1
6814,38,උබලගෙ ගෙදරට තමයි සුදුසු අප්පට වයස නිසා,positive,positive,1
6821,30,එංගලන්තෙ බඩු හිඟද බං මේ දවස්වල,negative,negative,1
6825,42,දෙක පාස් නැති බඩ තඩි වඩේකාරයාට නියම සබ්බුව,negative,negative,1
6826,12,කඩල කඩල කඩල.,neutral,neutral,1
6828,16,මුන් දෙන්නම එකයි,neutral,neutral,1
6839,35,ගොන්සේකා තමන්ගෙ තරම හැමදාම පෙන්වනවා,negative,neutral,0
6845,38,මුන් හිතන් ඉන්නෙ මේක කොළොම්බියාව කියලද,negative,neutral,0
6846,20,කොලොම්බියාව වගේ තමයි,neutral,neutral,1
6848,21,කෝටි 3 පොලිසියට දීපන්,neutral,neutral,1
6854,39,දැන් එතකොට කෝටි 3 පොලිසියටද හම්බ වෙන්නෙ,neutral,neutral,1
6857,35,මරන්නේ එකෙක් ටෝක්ස් දෙන්නෙ තව එකෙක්,negative,negative,1
6858,13,සිඟිති පාතාලේ,negative,negative,1
6860,5,ලගදීම,neutral,neutral,1
6867,6,සිංහාර,neutral,neutral,1
6878,11,පිස්ශු. නේ.,negative,negative,1
6883,18,වන් බයි වන් ඩව්න්.,negative,neutral,0
6884,36,අනේ මේ අපේ රෝහන අයියා නිවන් සුව පතමි,conflict,conflict,1
6890,31,උඹ දන්න එකම වැඩේ ලියල තියෙන්නෙ.,neutral,positive,0
6892,40,චන්දෙ දීල රැවටුනු මිනිසුන් ගෙන් බේරෙන්න.,negative,negative,1
6898,39,බැග් නෙමේ කුස්සියේත් වැඩ කලේ කාගේ කාලේද,neutral,neutral,1
6900,35,ආව මුන අපේ පවුලෙ වරප්රසාද ඉල්ල ගෙන.,neutral,neutral,1
6906,37,ඔයත් මම වගේ වැල පත්තර බලපු කෙනෙක් වගෙ,negative,negative,1
6911,34,කන්ඩෝනි බොන්ඩෝනි බෝලේ වගේ ඉන්ඩෝනි.,neutral,positive,0
6933,32,පොදු දේපළ පනත අවභාවිත පොදු දේපළ.,negative,negative,1
6939,19,ගොන් කතා කියන්න එපා,negative,negative,1
6947,25,තවම මේ ආච්චි මැරුනෙ නැද්ද,negative,negative,1
6955,30,හොඳ වැඩක් කරාම හොඳයි කියපං යකෝ,negative,negative,1
6959,30,ගොං බයියො චුන් කරන්න දෙන ආතල්.,negative,negative,1
6975,40,සමහරු නවල්ස් කියවන්නෙ ටෙලි බලන්නෙ ඇවිත්.,neutral,neutral,1
6990,28,භූවිද්යා එකටත් ආවනම් තමා හොඳ,positive,positive,1
6998,18,කරන එක 20 එහෙම නේ.,neutral,neutral,1
7032,35,දාල තියෙන එවූන් 10 දෙනා අමනූස්සයොද.,negative,negative,1
7040,28,මේක දැකල දවසම පිස්සු වගේ බන්,negative,negative,1
7043,42,බස්නායක නිලමෙ වගේ උන් වෙඩි තියලා මරන්න ඕනි,negative,negative,1
7046,34,මේ සසර හරිම බියකරුයි මගේ අප්පච්චී.,negative,negative,1
7047,17,අනේ දෙවියනේ දුකයි,negative,negative,1
7052,20,ඇත්තටම හරිම කනගාටුයි,negative,negative,1
7054,8,හරිම පව්,negative,negative,1
7100,24,ඒ ටික විකුණා ගත්තනම් ගොඩ,positive,neutral,0
7102,24,පයාගල කුඩු රොහිත ඉන්නකොට,negative,negative,1
7103,7,අමල් උඹ,neutral,neutral,1
7104,25,මාල හොරා රත්තර0ත් පයාගලලු,negative,negative,1
7114,12,කොහේ කොන්ඩේද,neutral,neutral,1
7115,11,ප්රභූවරයකු.,neutral,neutral,1
7118,35,කතානායකය ආපු ගමන්ම කඩේ යන්න ගත්තනෙ.,negative,negative,1
7121,11,කිව්වත් වගේ,neutral,neutral,1
7141,18,ඔන්න ඔන්න.වැට වැට.,neutral,neutral,1
7142,7,බයියනේ.,negative,negative,1
7150,35,ඒකට තමයි කියන්නෙ රජයේ සේවය කියන්නෙ.,neutral,neutral,1
7151,23,පාස්කු ප්රහාරයක් උනේ නෑ,positive,positive,1
7195,22,ඒකාත් පාර්ලිමේන්තු වේද,neutral,neutral,1
7202,21,අතාඋල්ලා ගිහින් නැද්ද,neutral,neutral,1
7208,21,කැලේ කැප පාරවල් හදමු.,negative,negative,1
7218,32,කතාව නාම් නියම වට්ටි අම්මා.අයියෝ,negative,negative,1
7221,5,වහලා.,negative,negative,1
7228,20,ශා.මෙයා නම් හොදා වගෙ,positive,positive,1
7229,5,මොකටද,neutral,neutral,1
7232,32,9 මුස්ලිම් 12ක් බලාපොරොත්තු වන්න,neutral,neutral,1
7249,26,ලංකාවේ මිනිස්සුන්ගේ කුහකකම,negative,negative,1
7271,16,ඉස්පිරිතාලෙ බෑනේ,neutral,neutral,1
7276,30,මේ බින් ලාඩන් ස්ටයිල්ස් එකක්නේ,neutral,neutral,1
7279,23,කොහෙද බම් මේකේ අමුත්තක්,neutral,neutral,1
7281,38,උන් පත්තු වෙන්නේ විල්පත්තු වලට විතරයි.,negative,negative,1
7284,29,මේ මෝඩිද නැත්තං ඉම්රාන් කාන්ද,neutral,neutral,1
7285,41,කටපියාගෙන හිටු බහුතරේ සහ පාලකයාගේ කැමැත්ත,negative,negative,1
7286,13,පිස්සන් කොටුව,negative,negative,1
7297,9,හරියට හරි,positive,positive,1
7306,37,ඌට මයික් එක ලෑටපිලා උබලා මරු කියවනවා.,negative,negative,1
7309,22,මොකද්ද බං චැනල් එක මේ.,neutral,neutral,1
7311,18,ඔන්න මම නම් නෙමෙයි,neutral,negative,0
7314,20,බහුතරේ කැමැත්තක් වගේ,positive,positive,1
7316,20,මල්ලි ඇත්තටම උ ද පොර,conflict,neutral,0
7339,14,ඔබට දීර්ඝායුෂ.,positive,positive,1
7340,41,ආරියසිංහ මහතාට නිදුක් නිරෝගී සුවය ලැබේවා.,positive,positive,1
7349,5,මෙහාට,neutral,neutral,1
7353,14,පල නාකියා යන්න,negative,negative,1
7356,36,ඕකට කියන්නේ දිට්ඨදම්ම වේදනීය කර්මයයි,negative,negative,1
7363,28,එරාවුර් ප්රදේශයේ පුද්ගලයෙක්.,neutral,neutral,1
7368,20,කැකිරි හේනේ බඩු ලාල්,negative,neutral,0
7369,42,බඩු ලාලාව එලවාගෙන ගිය සිකූටියා ලන්සි පෝලාද,negative,negative,1
7383,37,උබලා ඉතිං අදහන්නෙම බාල අපරාධකාරයෙක්නේ,negative,negative,1
7387,25,මවු ගුණ තමා කියන්න වෙන්නේ,positive,positive,1
7388,22,මරන්න ඕනා කාලකන්නි ටික,negative,negative,1
7392,30,මාත් එක්ක සෙල්ලම් බෑ.හ්ම් හ්ම්,negative,negative,1
7397,8,කාලකන්ණි,negative,negative,1
7399,17,වික්කනම් කල්ල මරේ,negative,neutral,0
7403,42,කේන්දරේ නෙමේ තමන් ගැන විශ්වාසය තියාගනිල්ලා,neutral,neutral,1
7415,26,සෝඩා බොතලේ මූඩිය ගලවන ගමන්,neutral,neutral,1
7418,39,අපටත් නිසි පරිදි පැමිණිලි ලැබිය යුතුයි.,neutral,neutral,1
7420,32,අස්වයා පැන ගිය පසු ඉස්තාලය වැසීම,negative,neutral,0
7423,24,හරියට කොටහල්ලා කරන දෙයක්,neutral,neutral,1
7434,37,අධිෂ්ඨානශීලී බව සහ කැපවීම ජයග්රහණයයි.,positive,positive,1
7445,22,ලාලෝ.කොහොමද කැකිරි මිළ,neutral,neutral,1
7451,38,නාරාහේන්පිට අභයාරාමයේදී පැවැත්වෙන අතර.,neutral,neutral,1
7452,9,අනේ හොඳයි,positive,positive,1
7473,18,හෙලිකොප්ටරුත් දාමු,neutral,neutral,1
7480,15,ඔව් ඒක නම් ඇත්ත,positive,positive,1
7486,18,ඒටු ඉසෙඩ් ඇප්රූවල්,positive,positive,1
7492,35,වාර්ෂික වියදම රුපියල් බිලියන තුනක්.,neutral,neutral,1
7494,21,ඕක නම් වහන එකමයි හොද.,conflict,positive,0
7508,6,පිස්සු,negative,negative,1
7561,30,අර ලෙව්කේ ව කරන්නෙ නැද්ද මුන්.,neutral,neutral,1
7562,28,දෙයක් වෙන්නම ඕනෙ පතතු වෙන්න.,negative,negative,1
7570,24,එකෙන් සල්ලි ගන්නත් කරනවා,neutral,neutral,1
7577,39,මාත් කැමතියි නගර සභාවේ මුරකරුවෙක් වෙන්න,neutral,neutral,1
7578,26,අපේ අයට හැමදේම මතක සතියයි.,neutral,neutral,1
7586,29,ඇයි කොණ්ඩමන්ගෙ අවමගුල් උත්සවේ,neutral,negative,0
7597,18,නිවන් සුව අත්වේවා.,positive,positive,1
7598,39,ඔය වයසෙ එවුන්වත් ජීවිතය අවබෝධ කරගනින්ලා,positive,neutral,0
7602,28,වයසට පුලුවන් වැඩ කරන්න එපැයි,negative,negative,1
7610,11,නෑ නෑ කරුමය,negative,negative,1
7611,5,රෙද්ද,negative,neutral,0
7631,30,අල්ලපු ගෙදර එකාට තිබුන කෑගහන්න,negative,neutral,0
7637,36,ලෙව්කේ මැතිදු අද හෙලුවෙන් වෙල මැද්දේ,negative,negative,1
7690,24,මොන බොරුද. අපි බයියෝ නේ.,negative,negative,1
7694,25,ඩිලාට ජංගියේ රීලා ඇමතිකම.,negative,negative,1
7695,37,හොදයි. කිසිම වැඩක් කරන්නේ නැති උන්නේ.,conflict,conflict,1
7720,25,අශ්ව ගාල එන්ගලන්තෙද මෝඩයෝ,negative,negative,1
7722,36,ඉරිසියාව රුසියාවට වඩා ලොකුයි කිව්වලු,negative,negative,1
7726,33,ජීවිතය දුකකි.මීට ජයරත්න මල් ශාලාව,negative,negative,1
7728,34,වාසනාවන්ත අම්ම කෙනෙක්. ඔබට ජය දුවේ,positive,positive,1
7734,37,ජයරත්න නම් මල් කවුද බං එහෙම කියන එකා.,neutral,neutral,1
7737,34,දප්පු ඇයි මෙයාට තනතුරක් හදලා ගත්තේ,neutral,neutral,1
7738,40,රතු පාට මල් මට තාම මතකයි ගුරු පාර සරසන්න,neutral,neutral,1
7741,8,පව් ඔයා.,negative,negative,1
7768,7,පට්ට කද,positive,positive,1
7769,22,තෝ බයඊ නේද හොල්මන් වලට,negative,negative,1
7774,9,තොටත් තමා,negative,neutral,0
7777,32,හිටං පව් බන්.ගැරඩි මරලා වැඩක් නෑ,negative,negative,1
7796,25,ඔන්න නුවර මැනිකලාගෙ තත්වෙ,neutral,neutral,1
7802,35,මේ වෙලා තියන වින්නෑහිය මොකක්ද අප්පා,negative,negative,1
7806,20,සිරි ලංකාවට අබ සරනයි,negative,negative,1
7822,28,බලපන් පියුමි හන්සමාලි ද කියල,neutral,neutral,1
7827,14,අරඹෙපොළ කෙනෙක්,neutral,neutral,1
7837,6,මං වගේ,neutral,neutral,1
7840,35,ස මෙන්නෝ රණවිරුවන්ට මුන් කරදර කරනවෝ,negative,negative,1
7844,34,ගෑනුයි ලමයි ටිකත් රටත් එක්කම දෙමු.,negative,neutral,0
7847,11,රණවිරු දඩයම,negative,negative,1
7851,32,හරි හරි ලොකු සීන් එකක් වෙලා නැනේ,positive,positive,1
7858,33,ලෝකෙටම ලෙඩ බෝ කරන මහ කරුම රටක්නේ.,negative,negative,1
7859,28,චීනය කියන්නෙම ලෝකෙට වසංගතයක්,negative,negative,1
7861,26,සිරුරේ බර අඩුවීම.3.ඒක පට්ට,conflict,conflict,1
7869,34,කොමිසම් කන්ඩද කියන එකා ඇත්තම කියයි,negative,conflict,0
7870,21,කෝටි කීයක් දෙන්න ඇද්ද,neutral,neutral,1
7871,15,කෝ කෝ මේ මැදගොඩ,neutral,neutral,1
7891,36,මැරුන අයට නම් නීතිය ක්රියාත්මක වෙයි.,negative,negative,1
7904,39,පපඩමක් වගේ ගෙවල් හදන්න අවසර දුන්නේ කවුද,negative,negative,1
7932,18,පාස්කු ප්රහාරයේ එක,negative,negative,1
7943,33,ලෙව්කේ මැතිදු අද තනියම වෙල මැද්දේ,negative,neutral,0
7951,30,මුගේ නමත් මහ කඩප්පුලි එකක් නේද,negative,negative,1
7960,25,ඔයා ඇස් ඉදිරිපිට විදියයි.,neutral,neutral,1
7974,32,මැරෙන්න තියෙනවනම් මැරෙනවා අප්පාා,negative,negative,1
7982,23,පූට්ං ඉනට අත්දෙක ගහගෙන.,neutral,neutral,1
7984,31,තව ටික කාලයකින් මෙහෙත් ඔහොම තමා,neutral,neutral,1
7994,34,ඒත් උන්ගෙ ගෝත්රික ගති ගිහින් නැහැ.,negative,negative,1
7995,42,ගෑනි මෙහෙ හිටියනම් ණය ටික ගෙවාගන්න තිබ්බා.,neutral,negative,0
7998,32,ඔලුව කැරකිල්ල හැදුනා යකෝ ඒක අහලා,negative,negative,1
7999,30,ශේක් මොහමඩ්ට මේවා සිල්ලර කාසි.,neutral,neutral,1
8005,5,ගොබ්බ,negative,negative,1
8009,18,මිනිස්කම නැති රටක්,negative,negative,1
8013,3,නාථ,neutral,neutral,1
8014,23,මහාචාර්ය චන්නගෙන් අහන්න,neutral,neutral,1
8031,20,කව්ද බං නාලක කියන්නේ,neutral,neutral,1
8054,17,කෝ අනේ උමාලි හිටං,neutral,neutral,1
8065,9,මාළිගාවක්,neutral,neutral,1
8074,40,වචන 1000ක තෙරුම තියෙන කෙටි වාක්යක්. නියම,positive,positive,1
8076,24,තනි බැවුමක්.අනේ මන්ද පව්,negative,negative,1
8104,42,ඉස්සරවෙලා මංතීරු තුනේ පාරවල් හදපල්ලා රෙද්ද,negative,negative,1
8118,9,මේ මොකක්ද,neutral,neutral,1
8139,18,3 වීරයා ගෙදර ඇවිත්,neutral,positive,0
8142,34,රවීන් තමයි දැනට ඉන්න දක්ෂතම නලුවා.,positive,positive,1
8149,42,මේ යන්නෙ මිනිස්කම නැති මුදල්ම හොයන සමාජයකට,negative,negative,1
8167,36,සසරෙන් එතෙර වෙන්න. සසරෙන් එතෙර වෙන්න,positive,positive,1
8175,37,ඩොලමිට් නිදිය චීන්නු හාරන්නෙ කොහෙන්දෙ,neutral,neutral,1
8176,22,නොහුදකින් නුවර නිලමෙලා,negative,negative,1
8178,34,සුද්දන්ට රට පාවාදුන්නෙත් ඕකුන් තමා,negative,negative,1
8184,38,මොකද්ද බං බවුන්ඩේසම කියන්නෙ. නෙමෙයි ද.,neutral,neutral,1
8185,13,ගලට ඇන්ගල් කර,neutral,neutral,1
8189,28,අනේ බෝයි මායි දන්න බවුන්ඩේසම,negative,negative,1
8198,35,තත්වයක් තියෙන මනුස්සයෙක්. පව් වැඩේ.,negative,negative,1
8200,39,තාත්තගෙ ආදරේ අම්මගෙ ආදරේට දෙවෙනි නෑ නේද,neutral,neutral,1
8201,21,වහා ප්රතිකාර අවශ්යයි.,neutral,neutral,1
8208,42,දරුවා අත්දෙකින්ම අල්ලා ගනින් පොර වෙන්නැතුව,negative,negative,1
8211,37,ඔයානම් පයක් ගියත් ෆෙස් බුක් දානවා නේද,neutral,neutral,1
8212,25,බොමුද සීතල වතුර වීදූරුවක්,neutral,neutral,1
8216,11,අයියෝ සජිත්,negative,negative,1
8218,38,උබලා වගේ මෝඩයින්ට කිව්වට වැඩක් නැහැහේ.,negative,negative,1
8219,19,තෝ වගේ මෝඩ මුසලයෙක්,negative,negative,1
8233,37,ඉතිං අපිට පාන්ද.මුන්ට කඩේ නොයා හිටහං.,negative,negative,1
8236,25,මළවිකාර. මෙන්න රටේ ප්රශ්න,negative,negative,1
8252,23,ඉස්සර ඉඳලා තියෙනවා නේද,neutral,neutral,1
8256,22,මහාචාර්ය ජනිතා ලියනගේ.,neutral,neutral,1
8262,29,ඔන්න නුවර නිළමේලාගේ තරම හූ හූ,negative,negative,1
8282,21,පාර්ලිමේන්තු වට යවමු.,neutral,neutral,1
8283,41,නියම ලොජික් එක. සුදුසුම දේ.ඒකයි.ලන්කාවනේ.,positive,positive,1
8287,27,කවුද මේ කියන බස්නායක නිලමේ.,neutral,neutral,1
8297,36,පාර්ලිමේන්තුවක් කඩා වැටී 225 ක් මරුට,negative,negative,1
8303,26,දුරස්ත අද්යාපනයට වෙන්න ඇති,neutral,neutral,1
8306,9,වැල බලන්ඩ,neutral,negative,0
8309,30,දීපු ලැප්ටොප් ටිකට මොකද වෙන්නෙ,neutral,neutral,1
8314,31,ලංකාවේ දැවෙන ප්රශ්නයක් විසදුනා.,positive,positive,1
8353,35,එතකොට දෙවෙනි ඉනිම නෙමේ ද හොදම ටෙලිය,neutral,neutral,1
8367,29,අනේ මන්දා මට නම් ග්රීක් වගෙයි,negative,negative,1
8368,34,ලෝකෙ තිබ්බ ලොකුම ප්රශ්නයක් විසදුනා,positive,positive,1
8370,25,ඉතින් අපිට කියන්නෙ ඇයි ඕක,neutral,neutral,1
8372,27,ඉතින් අපිට ඇති රුදාව මොකක්ද,negative,negative,1
8378,34,නුඹලාට ඉන්දියාව හැර වෙන රටක් නැද්ද,neutral,neutral,1
8388,32,කඩුවෙල කියන්නේ මාෆියා සිටි එකක්.,negative,negative,1
8426,20,වැලමිට්ට මාංචු දානවද,neutral,neutral,1
8437,14,කයිවාරු පප්පා.,negative,negative,1
8448,8,අනේ මන්ද,negative,negative,1
8458,37,බය්යෝ සාපේක්ෂව වැඩි රටක් නේ ඉන්දියාව.,negative,negative,1
8469,30,අපරාදෙ මූව ගහෙන් වැටුන්නැත්තෙ.,negative,negative,1
8470,17,බොරු සෝබන කාරයෙක්,negative,negative,1
8474,13,ගැලපෙන රස්සාව,positive,positive,1
8477,21,මිනිහෙකුගෙ කරට නගියි.,negative,neutral,0
8478,38,උඹම ඉතින් ඔය පැත්තෙ පොල් ටික කඩාපන්කො.,neutral,neutral,1
8479,9,මෝඩ චූන්.,negative,negative,1
8486,36,අනේ මෙික කඩන් වැටිලා මුව මැරුනේ නැනේ,negative,negative,1
8488,12,අඩි 2 නැග්ගෙ,neutral,neutral,1
8489,30,පරණ ක්රමයක් හැබැයි ප්රයෝජනවත්.,conflict,positive,0
8491,38,හරකුන්ගේ ගොන්පාට් වැඩ නිසා ලෝකෙට වෙනවා,negative,negative,1
8510,33,ඇයි මෙච්චර වකුගඩු රෝග කලාකරුවොන්ට,negative,negative,1
8512,10,බීබද්දෙක්ද,negative,negative,1
